"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"97c7cd0694e88ad6c6f77996c0332560","d__Bacteria","Desulfobacterota","uncultured","uncultured","uncultured","uncultured","uncultured_sludge"
"0a04553c6b3b64d743c270988a52d864","d__Bacteria","Desulfobacterota","uncultured","uncultured","uncultured","uncultured","uncultured_sludge"
"e0c1883ef9ef8c42d98a50a44c9c48fc","d__Bacteria","Desulfobacterota","uncultured","uncultured","uncultured","uncultured","uncultured_sludge"
"65e7433df0959b790ddfdc7a423ed317","d__Bacteria","Desulfobacterota","uncultured","uncultured","uncultured","uncultured","delta_proteobacterium"
"02678ed3f93e16e29f8dd4276612262c","d__Bacteria","Desulfobacterota","uncultured","uncultured","uncultured","uncultured","delta_proteobacterium"
"5ce420d2278a11cbf31a9ff6c0e813a7","d__Bacteria","Desulfobacterota","uncultured","uncultured","uncultured","uncultured",NA
"5754af9b6f3114b82c54fed5485f1d27","d__Bacteria","Desulfobacterota","uncultured","uncultured","uncultured","uncultured",NA
"2ab34ebcc9b7e78c7422c8b750a8e3d0","d__Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ab8fba30b31f637fe83a251bca8e9fe0","d__Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"664688474158c4cca84b46758d90cea3","d__Bacteria",NA,NA,NA,NA,NA,NA
"9fb8373963f8fed283aab6f6351614b7","d__Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured_bacterium"
"5b0ad5bc5d63cef11ea6b9c14bf941b3","d__Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA
"14e16f39d59419d049828f92833127e6","d__Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA
"0cf855699dc201e0d87538673129a52e","d__Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA
"4e70a8a89263cdc59c6b8de515f21a19","d__Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA
"b12f174a98edd2e5d813da592cdba8ba","d__Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_bacterium"
"fa9ff90475e810a9cbdf8940691f0589","d__Bacteria","Myxococcota","Polyangia","Polyangiales","uncultured","uncultured","uncultured_bacterium"
"0561c60629c749e5e9f0214b238ac249","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter","uncultured_bacterium"
"0edaeb75fb660396523dcaa5e2b287eb","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter","uncultured_bacterium"
"dd54df41592e80204e3610b167a51e3a","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA,NA
"a776b0a87fdf377caa859976288cc7bf","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","uncultured","uncultured_bacterium"
"d026a8cc2717e44db88d63d13fd8b2f1","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Sorangium","metagenome"
"11b2e816e118b3a3ac754acb9380e92d","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Sorangium",NA
"c2bcd88bec50c49d67761ae9550e8262","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium","Sorangiineae_bacterium"
"667a37ecf2c6842cb5a082328758ad57","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium","uncultured_bacterium"
"bd09abbf0d566eee78e104cfed1b97cf","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium","uncultured_bacterium"
"d57c0e835759d2a40b34f40c5aaab577","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium","uncultured_bacterium"
"4b7c63615036f718574d567100d4b17e","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium","metagenome"
"da0f6196705ac19ba6765af4eb2c81f2","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium",NA
"958a475bc2a3621ae9f9d448ab086db8","d__Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41","uncultured_delta"
"98ef8f7a4d61a67a742cd09d8ab580d4","d__Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41","uncultured_proteobacterium"
"8c394851baaa493ab58225057aa09753","d__Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41","uncultured_delta"
"ad0d5ba3f962df0ba9b8321e749281b2","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","uncultured_delta"
"0e52497d77f7c6c77e5bf84365086ba4","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter",NA
"b02148b8b017dfec10396b484f3a47fe","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis","uncultured_Polyangiaceae"
"207fcbcfb2f6a2bd31f74b3de3134bad","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Minicystis","Minicystis_rosea"
"25489cf976940a37beb21429242fe796","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured",NA
"fbd54605ab79db9011b9c03f2f20be4a","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","metagenome"
"82736345b620471f5431f76c3533ae50","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"33f4910a58cc6c56f4fa4e5e1165df15","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","uncultured_bacterium"
"7cc2fdba3c06faeda0e802fac59f4c02","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"04af506d5b50119d5d05c2e2e3a941f7","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","uncultured_Desulfoglaeba"
"90cf467ab401d808f3950f9dba5883f7","d__Bacteria","Desulfobacterota","Desulfobaccia","Desulfobaccales","Desulfobaccaceae","Desulfobacca","uncultured_bacterium"
"8dd61b9d6637ea77f4b6d1159bba4d1a","d__Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","uncultured","uncultured","Deltaproteobacteria_bacterium"
"109f8877f9a20b9eaa17f7243ff83130","d__Bacteria","Desulfobacterota","Desulfobaccia","Desulfobaccales","Desulfobaccaceae","Desulfobacca","uncultured_delta"
"0b88f6f02d7841ff4fdae03525277a9b","d__Bacteria","Desulfobacterota","Desulfobaccia","Desulfobaccales","Desulfobaccaceae","Desulfobacca","uncultured_delta"
"81b29137afb8268b24c3144ff8f76eb9","d__Bacteria","Desulfobacterota","Desulfobaccia","Desulfobaccales","Desulfobaccaceae","Desulfobacca","Desulfobacca_acetoxidans"
"4bbb97f2bb58d6d2b2b450538e6def56","d__Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7","Subgroup_7",NA
"165218e2305e493534957c0f5e9c8ad6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera","metagenome"
"599a1b739c1938829ba5cd84e21c9f5b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera",NA
"82d3d36fd74fd369976f24da71c40b41","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera","metagenome"
"df4384821e260a4717bf1383b8134e28","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera","metagenome"
"e1769c488fa5326464287af41d956cc2","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera","metagenome"
"f691efacc6aeb5faee619420e9267045","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera","metagenome"
"ff0a052a45f7ec5594f487a2c073e7c9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured",NA
"3d623fcd64756c46d22ca24a471d1f77","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured","uncultured_bacterium"
"ced80c295b67107b7a1be37893e807fe","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured","uncultured_bacterium"
"5327e162e0384f2a5c3138ab0b219f57","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","uncultured_bacterium"
"af677e146a3b4dff1c0d4312e233570b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus","metagenome"
"70d1232883c4d9485f7bcedf695ca1dd","d__Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella",NA
"b98ac9baf6c93290fa89f3e4d21654ca","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839","A0839","uncultured_sludge"
"d49d07860c9f23117f2c15ea370a90fd","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sandaracinobacter","uncultured_bacterium"
"78058f965b226203499b4c1f0b264e85","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Polymorphobacter",NA
"bc1b5b39d0c2aded4718a07e86adbd17","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Polymorphobacter",NA
"2c9523f4f3e4b71680e7f5b38ec639b8","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Polymorphobacter",NA
"44351ebf9c55fc8415b2126110cf3dbf","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"1e24080beeee94d464ba42cdd3c5341d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"3df244767001de47774bd3fffbd07f75","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"16345eefd5e7b58fde8311b0f83e14f7","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"345709857bf6baa76e8ec37dc9025f8c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"f1e2e07ede37d37fcf07aa84117e2ba5","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus","Sphingomonas_sp."
"80e6e86beeb6f97b6277a853b8f5b632","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus",NA
"d99c1f01c3d8375196bf44c5e300cbe8","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis",NA
"e71393ba80b9ac7a1950079bfdf64e8b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",NA
"5443228fe8f946b270ccacc9f9f0e8c9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured","uncultured","uncultured_rumen"
"fb8ca05d3c5b95c31e8a7c928968986a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter",NA
"43defefaca68a1a7cbcd393cf70637c5","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured",NA
"1d38647265d97da53fcf6d919b645a9c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"6d0e86c67dd3e38a85f0a2e81fc9ddeb","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter","uncultured_bacterium"
"96bffe4f416f71a58749b2e9cb039d58","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter",NA
"ee46d1568357cee2e04d4b251babd1ef","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter",NA
"e82c9c79d9c3ade9f7e47de0d94118c2","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"5aa95c2828558004f727b15c00bce865","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"2f3c9ed371a567b1daee615a1bac2761","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter","uncultured_bacterium"
"b36f756522d49d0a199c29ac54c9529a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter","uncultured_bacterium"
"724bb753c25d0d37ef454954490d26cd","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter","uncultured_bacterium"
"02cd8002a8688c701584e4a1e5affac9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys","Labrys_sp."
"3e9bce655ff73b2da663170d44773364","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys",NA
"5cdfaf6e3a0a449899dd956e4e0609b9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter","uncultured_Alphaproteobacteria"
"0e14af6d4f695e033816f54108f8c979","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter","uncultured_Brucella"
"ff9aaf7e945cf4c63363d910a49999b4","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",NA
"9abc2916a526553a3a4aaf603dc5fddf","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum",NA
"3dabbd3dd7c35305cca5eada78bd83d2","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum",NA
"d61d78695d8bdfbe65369dc2536a3c47","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum",NA
"e4ed909cc85ad005a51c94f3e7c67cbd","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",NA
"6d512059b1b7cd89e11427e908f36ef7","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",NA
"633cc42e6da0ddd0ea95a8e66163d7f1","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI_cluster",NA
"36afa87b12abe3f3a3e464f5073b39e5","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"c5ff665c5b0e9ef493349415de422dcb","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"efc71214415dca740e664cb005f9e438","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"5a9c1445ba93153cc5403f6c08d62ce9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
"c1c59fadd3c401e15f235cea3e914499","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","uncultured","metagenome"
"fa4ab68475481e634b11c9a85c489a67","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloligellaceae","uncultured_bacterium"
"ea22222729473d94eeffb1169ccaebe4","d__Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured_soil"
"01453b2b5ec7e69ef32189901c8a386c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"64458f372253caed7af551c551151753","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured","uncultured_bacterium"
"60fd9efcfb32f5a665fc8664e75dceba","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured","uncultured_bacterium"
"1f75b8b800f38d82ca06ddfd8e62c2c2","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured",NA
"cf47da9a8f69187ce248f964fec1718c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured",NA
"3d823a90cfa1981fc4571619dd41597d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured","uncultured_bacterium"
"4ed831d2cfcd4b44fc08dcc0763cd3e4","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured","uncultured_bacterium"
"60bab7208eb5cee918b260fbfb22f09c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocystis","uncultured_bacterium"
"7532c381e326bc8179baf41e415cd353","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocystis",NA
"9e13ef58bcddc74b5266397d71cf64b3","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI_cluster",NA
"53a970d58ab64b8d1f05a4762db72ce6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI_cluster",NA
"2a13563976e6c75503e67c5c522420a9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","metagenome"
"c66f81af75323b8fd844b41802690be4","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"83c66316096bfdf1bc8d8b43063795e9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"e8ac52c4aed4f4922dc3a71314dc506d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Nitratireductor","uncultured_bacterium"
"f23a96f27a13a69da79ba64701a72e8e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Nitratireductor",NA
"09e7f7bc1c419828debcc481e1979071","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
"4ce2be60fc77bf428b3071a4500f0aaa","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","uncultured",NA
"c86157d109ec566bcb0a7cc79d097048","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus",NA
"03f1aa20161b39ec0c46b73ca7995f0d","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"2d4f957788c1d17d2f529c9a2ae30e1f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter",NA
"7a607f593f556e069580188eaa734486","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"731eb9ba1c2299e7e66966b254dabb38","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"5542d337b70cc11b3ef4af84611b1dc6","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"420bfc10cd35b705c53453d6ec6dbfae","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"20da7d27d7e8afe0d64c1e3177fdd922","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"46a302716239e093eb9d5c95968a315e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"33e206fd025e20bf04e878bda642dd8e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"85d2eeac9d207450595d01339d1d1751","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"d39f5fabd9d6954c573049dd89153bd2","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ee729c4105f54348b8e74f935109b1b3","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"3f9701cda7c9b0394f71e16c2028fb97","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"3f5c0caf9b19ca74090b6fe9ba157b83","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"25dbafbf7de2ed0b84009db227e9305a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"4da42e3f4e7f01e73a3d0ef7095e2fcd","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"6a35250fef0534cd32acc1d3632a1511","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"76e0f4808e2f75ad2db271edb40cd3af","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"9a38a236d52649fccdafe3854b3c31bc","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"7cf71c08dea477ab0dcb0da96c5a2b24","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"13b92110023b033fc3b5c9713777db47","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"23a64dcde9071c1df3a3b9d93f5b11f2","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA
"8b80df6f60944a8f7bec586519d85a99","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"406113b1342779823765da9f1297f585","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter",NA
"69887bbd6f47dc67adf79b2cf2aca96e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter",NA
"be592cc397e2c684ad23687e4b436e5b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","uncultured_bacterium"
"c4f5d2d27ddfde7b63dd136082e4b497","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","uncultured_bacterium"
"4a3b961873c60ccbd1746b1c65310f7e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"84c8e05e2fbae801ac3d835a9958ab57","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"48d8457b36a7d9d4817d1e2121051257","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"81499ca53266c609e61378af04c0388a","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"e6ee4f912f2eb9ccbdd93d845ed898af","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"8811cfcb323b4e075ca6cf3c8ac6ea9b","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"f5b4acadba1b3887ffb3c12bac10f45f","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"4eb3e6ffc128e9fc4feaf537689922b9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tropicimonas","uncultured_bacterium"
"64ecd50fc8c0715871cd9d26db7d2e52","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","metagenome"
"66532ec7f402eddaac5e79050c45f2af","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Chthonobacter",NA
"5519264eb68d9935501cce4b1919edc9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"aba1140c972921dd7ea577128eae461c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"7d0a11083770c7b4fd23e2ac15898470","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","uncultured_bacterium"
"09660636615180b9c76182ac756e66ea","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA,NA
"cfb54234e67e46b71066a4b01f02cc83","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","uncultured_bacterium"
"1c88a9da583b9dfdc591e87ae3cee0d7","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"f01f893c314f2d2bc8db4013da46c7f1","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"f01d3f2d01bfcbd7c2c958da7abf754c","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"d977b6e4e046bbde31c7701fb0c87cc4","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"b8a5fcb1fb9f35e541c60446ed01219e","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"b4c1185fbee5331565fd13cb2baa07a4","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"4045b91f936ce7b6253643da54226e38","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"289a66a3ae2484215e95b9074e2f8c05","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","uncultured_bacterium"
"2994979ff8d3c535dac17ae2219c6608","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
